,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,F07,SYBR,,Unkn,,,28.7430220241769,28.7430220241769,0,NaN,NaN,NaN,0,72,
,F08,SYBR,,Unkn,,,26.557845027883,26.557845027883,0,NaN,NaN,NaN,0,72,
,F09,SYBR,,Unkn,,,26.489296480442,26.489296480442,0,NaN,NaN,NaN,0,72,
,F10,SYBR,,Unkn,,,26.0770429821516,26.0770429821516,0,NaN,NaN,NaN,0,72,
,F11,SYBR,,Unkn,,,21.4074280002881,21.4074280002881,0,NaN,NaN,NaN,0,72,
,F12,SYBR,,Unkn,,,21.2199566609185,21.2199566609185,0,NaN,NaN,NaN,0,72,
,G01,SYBR,,Unkn,,,22.3093150115079,22.3093150115079,0,NaN,NaN,NaN,0,72,
,G02,SYBR,,Unkn,,,22.4363431406235,22.4363431406235,0,NaN,NaN,NaN,0,72,
,G03,SYBR,,Unkn,,,23.0020672819491,23.0020672819491,0,NaN,NaN,NaN,0,72,
,G04,SYBR,,Unkn,,,21.8334136721565,21.8334136721565,0,NaN,NaN,NaN,0,72,
,G05,SYBR,,Unkn,,,21.8229139317568,21.8229139317568,0,NaN,NaN,NaN,0,72,
,G06,SYBR,,Unkn,,,22.0548560701578,22.0548560701578,0,NaN,NaN,NaN,0,72,
,G07,SYBR,,Unkn,,,25.9769655250048,25.9769655250048,0,NaN,NaN,NaN,0,72,
,G08,SYBR,,Unkn,,,21.6266964055881,21.6266964055881,0,NaN,NaN,NaN,0,72,
,G09,SYBR,,Unkn,,,21.256932692071,21.256932692071,0,NaN,NaN,NaN,0,72,
,G10,SYBR,,Unkn,,,27.2036286458981,27.2036286458981,0,NaN,NaN,NaN,0,72,
,G11,SYBR,,Unkn,,,23.1332509284244,23.1332509284244,0,NaN,NaN,NaN,0,72,
,G12,SYBR,,Unkn,,,23.5601464951138,23.5601464951138,0,NaN,NaN,NaN,0,72,
,H01,SYBR,,Unkn,,,22.2261141524326,22.2261141524326,0,NaN,NaN,NaN,0,72,
,H02,SYBR,,Unkn,,,22.5500611079217,22.5500611079217,0,NaN,NaN,NaN,0,72,
,H03,SYBR,,Unkn,,,23.0822526283518,23.0822526283518,0,NaN,NaN,NaN,0,72,
,H04,SYBR,,Unkn,,,21.970960007109,21.970960007109,0,NaN,NaN,NaN,0,72,
,H05,SYBR,,Unkn,,,21.9668648344554,21.9668648344554,0,NaN,NaN,NaN,0,72,
,H06,SYBR,,Unkn,,,22.1366072594998,22.1366072594998,0,NaN,NaN,NaN,0,72,
,H07,SYBR,,Unkn,,,26.0433966851217,26.0433966851217,0,NaN,NaN,NaN,0,72,
,H08,SYBR,,Unkn,,,21.6646714321744,21.6646714321744,0,NaN,NaN,NaN,0,72,
,H09,SYBR,,Unkn,,,21.2101719730201,21.2101719730201,0,NaN,NaN,NaN,0,72,
,H10,SYBR,,Unkn,,,27.2127302628248,27.2127302628248,0,NaN,NaN,NaN,0,72,
,H11,SYBR,,Unkn,,,23.1652745611411,23.1652745611411,0,NaN,NaN,NaN,0,72,
,H12,SYBR,,Unkn,,,25.8418500418743,25.8418500418743,0,NaN,NaN,NaN,0,72,
