sample_name,treatment,control,rep,gene,num,neg_score,neg_p_value,neg_fdr,neg_rank,neg_goodsgrna,pos_score,pos_p_value,pos_fdr,pos_rank,pos_goodsgrna,lfc,p_value,fdr,goodsgrna,annotation
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,GAPDH,4,0.9671,0.96745,NA,1998,0,0.0014838,0.005537,0.049085,38,3,0.22724,0.005537,0.049085,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SNRPG,4,0.87413,0.87362,NA,1669,0,0.0016352,0.0061349,0.052586,39,3,0.31861,0.0061349,0.052586,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,TSR3,4,0.99833,0.99838,NA,2163,0,0.001672,0.0062527,0.052586,40,4,0.17767,0.0062527,0.052586,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,THOC7,4,0.66146,0.68363,NA,1063,1,0.001828,0.0067282,0.055172,41,3,0.20795,0.0067282,0.055172,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,ZNF598,4,0.99752,0.99759,NA,2160,0,0.001891,0.0069864,0.055891,42,4,0.1936,0.0069864,0.055891,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,PABPC4,4,0.99794,0.99802,NA,2162,0,0.0020576,0.0074756,0.058163,43,4,0.12218999999999999,0.0074756,0.058163,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RBM3,4,0.9979,0.99799,NA,2161,0,0.0021032,0.007625,0.058163,44,4,0.17305,0.007625,0.058163,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,CD2BP2,4,0.99073,0.99073,NA,2112,0,0.002455,0.0089204,0.063451,45,4,0.15104,0.0089204,0.063451,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SAMHD1,4,0.41527,0.5477,NA,780,1,0.0024647,0.008943,0.063451,46,3,0.21102,0.008943,0.063451,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,U2AF2,4,0.24609,0.37691,NA,562,1,0.0026036,0.0094458,0.063451,47,3,0.26167,0.0094458,0.063451,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,HADHB,4,0.94728,0.9474,NA,1913,0,0.0026233,0.0094956,0.063451,48,3,0.13237,0.0094956,0.063451,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SRRM2,4,0.99149,0.99147,NA,2117,0,0.0027569,0.0099576,0.063451,49,4,0.20241,0.0099576,0.063451,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,ZMAT5,4,0.96333,0.96377,NA,1986,0,0.0027989,0.010121,0.063451,50,3,0.1546,0.010121,0.063451,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,AKAP8,4,0.83912,0.83849,NA,1551,0,0.0028064,0.010148,0.063451,51,3,0.23988,0.010148,0.063451,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,NUSAP1,4,0.99713,0.99721,NA,2159,0,0.0028709,0.010406,0.063451,52,4,0.12261,0.010406,0.063451,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,MRPS7,4,0.99705,0.99715,NA,2158,0,0.0029531,0.010737,0.063451,53,4,0.12835,0.010737,0.063451,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,NUDT3,4,0.52117,0.59995,NA,846,1,0.002971,0.010777,0.063451,54,3,0.17798,0.010777,0.063451,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,CRKL,4,0.8886,0.88862,NA,1710,0,0.0030471,0.011017,0.063451,55,3,0.3613,0.011017,0.063451,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RNGTT,4,0.99692,0.99704,NA,2157,0,0.0030797,0.011126,0.063451,56,4,0.39686,0.011126,0.063451,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,LUC7L3,3,0.99689,0.99715,NA,2156,0,0.0031138,0.0088208,0.063451,57,3,0.24146,0.0088208,0.063451,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,TECR,4,0.99582,0.99595,NA,2145,0,0.0031613,0.011407,0.063451,58,4,0.20822,0.011407,0.063451,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SF3B5,4,0.9092,0.90952,NA,1782,0,0.0033238,0.011932,0.063451,59,3,0.46384,0.011932,0.063451,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,ZNFX1,4,0.99664,0.99673,NA,2155,0,0.0033645,0.0121,0.063451,60,4,0.13536,0.0121,0.063451,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SPAG9,4,0.99661,0.9967,NA,2154,0,0.0033907,0.012181,0.063451,61,4,0.16954,0.012181,0.063451,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,HSPA1A,4,0.9794,0.97968,NA,2062,0,0.003395,0.012213,0.063451,62,3,0.20645,0.012213,0.063451,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,MKI67,4,0.98391,0.98408,NA,2081,0,0.003431,0.012322,0.063451,63,3,0.18293,0.012322,0.063451,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,ALYREF,4,0.99655,0.99664,NA,2152,0,0.0034503,0.012381,0.063451,64,4,0.10302,0.012381,0.063451,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,METTL16,4,0.99628,0.99638,NA,2151,0,0.0037177,0.013255,0.065836,65,4,0.21741,0.013255,0.065836,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RBM33,4,0.99627,0.99637,NA,2150,0,0.0037318,0.013296,0.065836,66,4,0.20485,0.013296,0.065836,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,ANXA2,4,0.99616,0.99628,NA,2149,0,0.003839,0.013626,0.065836,67,4,0.16742,0.013626,0.065836,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RANBP2,4,0.99615,0.99625,NA,2148,0,0.0038535,0.013649,0.065836,68,4,0.15325,0.013649,0.065836,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RBM25,2,0.9961,0.99607,NA,2147,0,0.0038999,0.0075344,NA,69,2,0.46763,0.0075344,1,2,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,FARS2,3,0.99602,0.99622,NA,2146,0,0.0039769,0.011303,0.063451,70,3,0.11752,0.011303,0.063451,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,NSF,4,0.57728,0.63083,NA,923,1,0.0041765,0.014731,0.070028000000000007,71,3,0.46595,0.014731,0.070028000000000007,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,HNRNPDL,4,0.97815,0.97849,NA,2056,0,0.0043571,0.015307,0.071466,72,3,0.21171,0.015307,0.071466,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SLTM,4,0.9956,0.99576,NA,2143,0,0.0044019,0.01547,0.071466,73,4,0.13734,0.01547,0.071466,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,PQBP1,4,0.99542,0.99558,NA,2142,0,0.0045806,0.016054,0.073135,74,4,0.15133,0.016054,0.073135,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,TSEN54,4,0.99524,0.99541,NA,2141,0,0.0047647,0.016652,0.07361,75,4,0.10223,0.016652,0.07361,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RIMS1,4,0.92346,0.92339,NA,1832,0,0.0048052,0.016774,0.07361,76,3,0.16594,0.016774,0.07361,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,THOC5,4,0.97394,0.97433,NA,2033,0,0.0049206,0.017155,0.07361,77,3,0.27676,0.017155,0.07361,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,ALKBH7,4,0.99504,0.99524,NA,2140,0,0.004963,0.017336,0.07361,78,4,0.19808,0.017336,0.07361,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPP25,4,0.96702,0.96739,NA,1997,0,0.0050494,0.017626,0.07361,79,3,0.15135,0.017626,0.07361,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,CHMP2A,4,0.99493,0.99511,NA,2139,0,0.0050689,0.017716,0.07361,80,4,0.37376,0.017716,0.07361,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,EIF1,4,0.99482,0.99498,NA,2138,0,0.0051765,0.018024,0.07361,81,4,0.22558,0.018024,0.07361,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,ZFR,4,0.99478,0.99496,NA,2137,0,0.0052218,0.018201,0.07361,82,4,0.12037,0.018201,0.07361,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,ISG20,4,0.9781,0.97842,NA,2055,0,0.0053006,0.018414,0.07361,83,3,0.21595,0.018414,0.07361,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SLU7,4,0.84148,0.84077,NA,1559,0,0.0053737,0.018658,NA,84,1,-0.041928,0.84077,1,0,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,TNRC6B,4,0.98476,0.98486,NA,2083,0,0.0053968,0.018713,0.07361,85,3,0.15715,0.018713,0.07361,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,AHCYL2,4,0.9945,0.99462,NA,2136,0,0.0055001,0.019048,0.07361,86,4,0.10413,0.019048,0.07361,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,INTS11,4,0.98556,0.98571,NA,2086,0,0.0055433,0.019211,0.07361,87,3,0.29577,0.019211,0.07361,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,IDH2,4,0.99437,0.9945,NA,2135,0,0.0056337,0.01946,0.07361,88,4,0.12102,0.01946,0.07361,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SNRPA,4,0.99432,0.99444,NA,2134,0,0.005682,0.0196,0.07361,89,4,0.21305,0.0196,0.07361,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,POLR2J3,4,0.95158,0.9519,NA,1938,0,0.0057257,0.019745,0.07361,90,3,0.43931,0.019745,0.07361,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SF3A1,4,0.95979,0.96005,NA,1973,0,0.0058399,0.020049,NA,91,1,0.04768,0.020049,1,1,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SAFB,4,0.99414,0.99427,NA,2133,0,0.0058584,0.020126,0.07361,92,4,0.16857,0.020126,0.07361,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,HNRNPH1,4,0.97226,0.97258,NA,2023,0,0.0058778,0.020176,0.07361,93,3,0.29715,0.020176,0.07361,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SERPINH1,3,0.78881,0.7898,NA,1378,0,0.0058947,0.01633,NA,94,2,0.19658,0.01633,1,2,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,NKRF,4,0.99403,0.99416,NA,2132,0,0.0059683,0.02047,0.07361,95,4,0.15793,0.02047,0.07361,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,NELFE,4,0.994,0.99413,NA,2131,0,0.0059985,0.020579,0.07361,96,4,0.1448,0.020579,0.07361,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,YLPM1,4,0.89988,0.90012,NA,1749,0,0.0060151,0.020647,0.07361,97,3,0.21241,0.020647,0.07361,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,USP39,4,0.99386,0.99399,NA,2130,0,0.006141,0.020995,0.074048,98,4,0.16005,0.020995,0.074048,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SIDT1,4,0.65455,0.67868,NA,1050,1,0.0062319,0.021285,0.074272,99,3,0.1626,0.021285,0.074272,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,LRRC47,4,0.99351,0.99365,NA,2129,0,0.006487,0.02215,0.076475,100,4,0.2487,0.02215,0.076475,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SYMPK,4,0.80133,0.80037,NA,1413,0,0.0064942,0.022182,NA,101,2,0.23675,0.022182,1,2,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,WBP11,4,0.99344,0.9936,NA,2128,0,0.0065623,0.022463,0.076475,102,4,0.13955,0.022463,0.076475,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SRSF1,4,0.91287,0.91323,NA,1795,0,0.0067142,0.022952,0.076475,103,3,0.21008,0.022952,0.076475,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,ERAL1,4,0.9932,0.99331,NA,2127,0,0.006803,0.023233,0.076475,104,4,0.12835,0.023233,0.076475,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,FAM32A,4,0.9931,0.99315,NA,2126,0,0.0069034,0.023564,0.076475,105,4,0.27823,0.023564,0.076475,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,NAF1,4,0.79627,0.79535,NA,1398,0,0.0070346,0.02403,0.076475,106,3,0.11548,0.02403,0.076475,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,NRAP,4,0.9929,0.99298,NA,2125,0,0.007096,0.024225,0.076475,107,4,0.096734,0.024225,0.076475,4,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SAP130,4,0.98837,0.98833,NA,2097,0,0.007208,0.024533,0.076475,108,3,0.14132,0.024533,0.076475,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SFSWAP,4,0.71563,0.7236,NA,1187,1,0.0072377,0.024587,0.076475,109,3,0.15559,0.024587,0.076475,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SUPT16H,4,0.31694,0.45382,NA,643,1,0.0072652,0.024669,NA,110,2,0.16737,0.024669,1,2,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,NFX1,4,0.97339,0.97375,NA,2029,0,0.0073056,0.024809,0.076475,111,3,0.17981,0.024809,0.076475,3,7 Other
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SAP30BP,4,0.98164,0.98189,NA,2072,0,0.0073586,0.024995,NA,112,2,0.24891,0.024995,1,2,7 Other
