sample_name,start,seqnames,end,width,strand,score,psite,gene_name,transcript_name,drug,sgrna
sgfluc_dmso_mono,32,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,33,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,34,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,35,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,36,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,37,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,38,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,39,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,40,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,41,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,42,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,43,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,44,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,45,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,46,ENST00000371222.4,46,1,*,2,46,JUN,JUN-201,dmso,fluc
sgfluc_dmso_mono,47,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,48,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,49,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,50,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,51,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,52,ENST00000371222.4,52,1,*,1,52,JUN,JUN-201,dmso,fluc
sgfluc_dmso_mono,53,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,54,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,55,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,56,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,57,ENST00000371222.4,57,1,*,2,57,JUN,JUN-201,dmso,fluc
sgfluc_dmso_mono,58,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,59,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,60,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,61,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,62,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,63,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,64,ENST00000371222.4,64,1,*,1,64,JUN,JUN-201,dmso,fluc
sgfluc_dmso_mono,65,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,66,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,67,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,68,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,69,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,70,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,71,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,72,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,73,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,74,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,75,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,76,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,77,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,78,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,79,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,80,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,81,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,82,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,83,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,84,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,85,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,86,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,87,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,88,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,89,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,90,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,91,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,92,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,93,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,94,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,95,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,96,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,97,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,98,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,99,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,100,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,101,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,102,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,103,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,104,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,105,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,106,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,107,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,108,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,109,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,110,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,111,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,112,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,113,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,114,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,115,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,116,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,117,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,118,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,119,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,120,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,121,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,122,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,123,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,124,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,125,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,126,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,127,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,128,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,129,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,130,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,131,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,132,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,133,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,134,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,135,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,136,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,137,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,138,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,139,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,140,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,141,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,142,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,143,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,144,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,145,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,146,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,147,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,148,ENST00000371222.4,148,1,*,2,148,JUN,JUN-201,dmso,fluc
sgfluc_dmso_mono,149,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,150,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,151,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,152,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,153,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,154,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,155,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,156,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,157,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,158,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,159,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,160,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,161,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,162,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,163,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,164,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,165,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,166,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,167,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,168,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,169,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,170,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,171,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,172,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,173,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,174,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,175,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,176,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,177,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,178,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,179,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,180,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,181,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,182,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,183,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,184,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,185,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,186,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,187,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,188,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,189,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,190,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,191,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,192,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,193,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,194,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,195,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,196,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,197,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,198,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,199,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,200,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,201,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,202,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,203,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,204,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,205,ENST00000371222.4,205,1,*,1,205,JUN,JUN-201,dmso,fluc
sgfluc_dmso_mono,206,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,207,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,208,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,209,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,210,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,211,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,212,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,213,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,214,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,215,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,216,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,217,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,218,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,219,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,220,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,221,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,222,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,223,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,224,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,225,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,226,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,227,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,228,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,229,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,230,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,231,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,232,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,233,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,234,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,235,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,236,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,237,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,238,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,239,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,240,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,241,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,242,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,243,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,244,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,245,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,246,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,247,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,248,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,249,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,250,ENST00000371222.4,250,1,*,4,250,JUN,JUN-201,dmso,fluc
sgfluc_dmso_mono,251,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,252,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,253,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,254,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,255,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,256,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,257,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,258,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,259,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,260,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,261,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,262,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,263,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,264,ENST00000371222.4,264,1,*,11,264,JUN,JUN-201,dmso,fluc
sgfluc_dmso_mono,265,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,266,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,267,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,268,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,269,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,270,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,271,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,272,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,273,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,274,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,275,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,276,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,277,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,278,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,279,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,280,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,281,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,282,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,283,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,284,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,285,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,286,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,287,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,288,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,289,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,290,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,291,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,292,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,293,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,294,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,295,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,296,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,297,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,298,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,299,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,300,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
sgfluc_dmso_mono,301,NA,NA,NA,NA,0,NA,NA,NA,dmso,fluc
