sample_id,sample_name,seqnames,start,end,width,strand,score,gene_name,gene_id,query
226p1,sgAQR,3,102000000,102000000,2,*,3.56,RPL24,ENSG00000114391,52
226p1,sgAQR,3,102000000,102000000,2,*,3.56,RPL24,ENSG00000114391,52
226p1,sgAQR,3,102000000,102000000,1,*,3.6,RPL24,ENSG00000114391,53
226p1,sgAQR,3,102000000,102000000,1,*,3.53,RPL24,ENSG00000114391,54
226p1,sgAQR,3,102000000,102000000,2,*,3.54,RPL24,ENSG00000114391,55
226p1,sgAQR,3,102000000,102000000,2,*,3.54,RPL24,ENSG00000114391,55
226p1,sgAQR,3,102000000,102000000,1,*,3.54,RPL24,ENSG00000114391,56
226p1,sgAQR,3,102000000,102000000,1,*,3.53,RPL24,ENSG00000114391,57
226p1,sgAQR,3,102000000,102000000,2,*,3.57,RPL24,ENSG00000114391,58
226p1,sgAQR,3,102000000,102000000,2,*,3.57,RPL24,ENSG00000114391,58
226p1,sgAQR,3,102000000,102000000,1,*,3.58,RPL24,ENSG00000114391,59
226p1,sgAQR,3,102000000,102000000,1,*,3.66,RPL24,ENSG00000114391,60
226p1,sgAQR,3,102000000,102000000,1,*,3.82,RPL24,ENSG00000114391,61
226p1,sgAQR,3,102000000,102000000,1,*,3.88,RPL24,ENSG00000114391,62
226p1,sgAQR,3,102000000,102000000,1,*,3.95,RPL24,ENSG00000114391,63
226p1,sgAQR,3,102000000,102000000,1,*,3.96,RPL24,ENSG00000114391,64
226p1,sgAQR,3,102000000,102000000,1,*,4,RPL24,ENSG00000114391,65
226p1,sgAQR,3,102000000,102000000,1,*,3.92,RPL24,ENSG00000114391,66
226p1,sgAQR,3,102000000,102000000,1,*,3.95,RPL24,ENSG00000114391,67
226p1,sgAQR,3,102000000,102000000,1,*,4.03,RPL24,ENSG00000114391,68
226p1,sgAQR,3,102000000,102000000,1,*,4.01,RPL24,ENSG00000114391,69
226p1,sgAQR,3,102000000,102000000,1,*,4.01,RPL24,ENSG00000114391,70
226p1,sgAQR,3,102000000,102000000,1,*,3.71,RPL24,ENSG00000114391,71
226p1,sgAQR,3,102000000,102000000,1,*,3.43,RPL24,ENSG00000114391,72
226p1,sgAQR,3,102000000,102000000,1,*,2.79,RPL24,ENSG00000114391,73
226p1,sgAQR,3,102000000,102000000,1,*,2.68,RPL24,ENSG00000114391,74
226p1,sgAQR,3,102000000,102000000,1,*,2.65,RPL24,ENSG00000114391,75
226p1,sgAQR,3,102000000,102000000,1,*,2.82,RPL24,ENSG00000114391,76
226p1,sgAQR,3,102000000,102000000,1,*,2.64,RPL24,ENSG00000114391,77
226p1,sgAQR,3,102000000,102000000,1,*,2.62,RPL24,ENSG00000114391,78
226p1,sgAQR,3,102000000,102000000,1,*,2.55,RPL24,ENSG00000114391,79
226p1,sgAQR,3,102000000,102000000,1,*,2.45,RPL24,ENSG00000114391,80
226p1,sgAQR,3,102000000,102000000,1,*,2.35,RPL24,ENSG00000114391,81
226p1,sgAQR,3,102000000,102000000,1,*,2.29,RPL24,ENSG00000114391,82
226p1,sgAQR,3,102000000,102000000,1,*,2.42,RPL24,ENSG00000114391,83
226p1,sgAQR,3,102000000,102000000,1,*,2.57,RPL24,ENSG00000114391,84
226p1,sgAQR,3,102000000,102000000,1,*,2.61,RPL24,ENSG00000114391,85
226p1,sgAQR,3,102000000,102000000,1,*,2.62,RPL24,ENSG00000114391,86
226p1,sgAQR,3,102000000,102000000,1,*,2.61,RPL24,ENSG00000114391,87
226p1,sgAQR,3,102000000,102000000,1,*,2.82,RPL24,ENSG00000114391,88
226p1,sgAQR,3,102000000,102000000,1,*,2.97,RPL24,ENSG00000114391,89
226p1,sgAQR,3,102000000,102000000,1,*,2.93,RPL24,ENSG00000114391,90
226p1,sgAQR,3,102000000,102000000,1,*,2.95,RPL24,ENSG00000114391,91
226p1,sgAQR,3,102000000,102000000,1,*,3.01,RPL24,ENSG00000114391,92
226p1,sgAQR,3,102000000,102000000,1,*,3.01,RPL24,ENSG00000114391,93
226p1,sgAQR,3,102000000,102000000,1,*,3.08,RPL24,ENSG00000114391,94
226p1,sgAQR,3,102000000,102000000,1,*,3.07,RPL24,ENSG00000114391,95
226p1,sgAQR,3,102000000,102000000,1,*,2.89,RPL24,ENSG00000114391,96
226p1,sgAQR,3,102000000,102000000,1,*,2.88,RPL24,ENSG00000114391,97
226p1,sgAQR,3,102000000,102000000,1,*,2.76,RPL24,ENSG00000114391,98
226p1,sgAQR,3,102000000,102000000,1,*,2.65,RPL24,ENSG00000114391,99
226p1,sgAQR,3,102000000,102000000,2,*,0.117,RPL24,ENSG00000114391,100
226p1,sgAQR,3,102000000,102000000,2,*,0.117,RPL24,ENSG00000114391,100
226p1,sgAQR,3,102000000,102000000,3,*,0.0622,RPL24,ENSG00000114391,101
226p1,sgAQR,3,102000000,102000000,3,*,0.0622,RPL24,ENSG00000114391,101
226p1,sgAQR,3,102000000,102000000,3,*,0.0622,RPL24,ENSG00000114391,101
226p1,sgAQR,3,102000000,102000000,5,*,0.0603,RPL24,ENSG00000114391,102
226p1,sgAQR,3,102000000,102000000,5,*,0.0603,RPL24,ENSG00000114391,102
226p1,sgAQR,3,102000000,102000000,5,*,0.0603,RPL24,ENSG00000114391,102
226p1,sgAQR,3,102000000,102000000,5,*,0.0603,RPL24,ENSG00000114391,102
226p1,sgAQR,3,102000000,102000000,5,*,0.0603,RPL24,ENSG00000114391,102
226p1,sgAQR,3,102000000,102000000,13,*,0.0622,RPL24,ENSG00000114391,103
226p1,sgAQR,3,102000000,102000000,13,*,0.0622,RPL24,ENSG00000114391,103
226p1,sgAQR,3,102000000,102000000,13,*,0.0622,RPL24,ENSG00000114391,103
226p1,sgAQR,3,102000000,102000000,13,*,0.0622,RPL24,ENSG00000114391,103
226p1,sgAQR,3,102000000,102000000,13,*,0.0622,RPL24,ENSG00000114391,103
226p1,sgAQR,3,102000000,102000000,13,*,0.0622,RPL24,ENSG00000114391,103
226p1,sgAQR,3,102000000,102000000,13,*,0.0622,RPL24,ENSG00000114391,103
226p1,sgAQR,3,102000000,102000000,13,*,0.0622,RPL24,ENSG00000114391,103
226p1,sgAQR,3,102000000,102000000,13,*,0.0622,RPL24,ENSG00000114391,103
226p1,sgAQR,3,102000000,102000000,13,*,0.0622,RPL24,ENSG00000114391,103
226p1,sgAQR,3,102000000,102000000,13,*,0.0622,RPL24,ENSG00000114391,103
226p1,sgAQR,3,102000000,102000000,13,*,0.0622,RPL24,ENSG00000114391,103
226p1,sgAQR,3,102000000,102000000,13,*,0.0622,RPL24,ENSG00000114391,103
226p1,sgAQR,3,102000000,102000000,4,*,0.098,RPL24,ENSG00000114391,104
226p1,sgAQR,3,102000000,102000000,4,*,0.098,RPL24,ENSG00000114391,104
226p1,sgAQR,3,102000000,102000000,4,*,0.098,RPL24,ENSG00000114391,104
226p1,sgAQR,3,102000000,102000000,4,*,0.098,RPL24,ENSG00000114391,104
226p1,sgAQR,3,102000000,102000000,10,*,0.13,RPL24,ENSG00000114391,105
226p1,sgAQR,3,102000000,102000000,10,*,0.13,RPL24,ENSG00000114391,105
226p1,sgAQR,3,102000000,102000000,10,*,0.13,RPL24,ENSG00000114391,105
226p1,sgAQR,3,102000000,102000000,10,*,0.13,RPL24,ENSG00000114391,105
226p1,sgAQR,3,102000000,102000000,10,*,0.13,RPL24,ENSG00000114391,105
226p1,sgAQR,3,102000000,102000000,10,*,0.13,RPL24,ENSG00000114391,105
226p1,sgAQR,3,102000000,102000000,10,*,0.13,RPL24,ENSG00000114391,105
226p1,sgAQR,3,102000000,102000000,10,*,0.13,RPL24,ENSG00000114391,105
226p1,sgAQR,3,102000000,102000000,10,*,0.13,RPL24,ENSG00000114391,105
226p1,sgAQR,3,102000000,102000000,10,*,0.13,RPL24,ENSG00000114391,105
226p1,sgAQR,3,102000000,102000000,10,*,0.115,RPL24,ENSG00000114391,106
226p1,sgAQR,3,102000000,102000000,10,*,0.115,RPL24,ENSG00000114391,106
226p1,sgAQR,3,102000000,102000000,10,*,0.115,RPL24,ENSG00000114391,106
226p1,sgAQR,3,102000000,102000000,10,*,0.115,RPL24,ENSG00000114391,106
226p1,sgAQR,3,102000000,102000000,10,*,0.115,RPL24,ENSG00000114391,106
226p1,sgAQR,3,102000000,102000000,10,*,0.115,RPL24,ENSG00000114391,106
226p1,sgAQR,3,102000000,102000000,10,*,0.115,RPL24,ENSG00000114391,106
226p1,sgAQR,3,102000000,102000000,10,*,0.115,RPL24,ENSG00000114391,106
226p1,sgAQR,3,102000000,102000000,10,*,0.115,RPL24,ENSG00000114391,106
226p1,sgAQR,3,102000000,102000000,10,*,0.115,RPL24,ENSG00000114391,106
226p1,sgAQR,3,102000000,102000000,16,*,0.0754,RPL24,ENSG00000114391,107
226p1,sgAQR,3,102000000,102000000,16,*,0.0754,RPL24,ENSG00000114391,107
226p1,sgAQR,3,102000000,102000000,16,*,0.0754,RPL24,ENSG00000114391,107
226p1,sgAQR,3,102000000,102000000,16,*,0.0754,RPL24,ENSG00000114391,107
226p1,sgAQR,3,102000000,102000000,16,*,0.0754,RPL24,ENSG00000114391,107
226p1,sgAQR,3,102000000,102000000,16,*,0.0754,RPL24,ENSG00000114391,107
226p1,sgAQR,3,102000000,102000000,16,*,0.0754,RPL24,ENSG00000114391,107
226p1,sgAQR,3,102000000,102000000,16,*,0.0754,RPL24,ENSG00000114391,107
226p1,sgAQR,3,102000000,102000000,16,*,0.0754,RPL24,ENSG00000114391,107
226p1,sgAQR,3,102000000,102000000,16,*,0.0754,RPL24,ENSG00000114391,107
226p1,sgAQR,3,102000000,102000000,16,*,0.0754,RPL24,ENSG00000114391,107
226p1,sgAQR,3,102000000,102000000,16,*,0.0754,RPL24,ENSG00000114391,107
226p1,sgAQR,3,102000000,102000000,16,*,0.0754,RPL24,ENSG00000114391,107
226p1,sgAQR,3,102000000,102000000,16,*,0.0754,RPL24,ENSG00000114391,107
226p1,sgAQR,3,102000000,102000000,16,*,0.0754,RPL24,ENSG00000114391,107
226p1,sgAQR,3,102000000,102000000,16,*,0.0754,RPL24,ENSG00000114391,107
226p1,sgAQR,3,102000000,102000000,1,*,0.0396,RPL24,ENSG00000114391,108
226p1,sgAQR,3,102000000,102000000,6,*,0.0716,RPL24,ENSG00000114391,109
226p1,sgAQR,3,102000000,102000000,6,*,0.0716,RPL24,ENSG00000114391,109
226p1,sgAQR,3,102000000,102000000,6,*,0.0716,RPL24,ENSG00000114391,109
226p1,sgAQR,3,102000000,102000000,6,*,0.0716,RPL24,ENSG00000114391,109
226p1,sgAQR,3,102000000,102000000,6,*,0.0716,RPL24,ENSG00000114391,109
226p1,sgAQR,3,102000000,102000000,6,*,0.0716,RPL24,ENSG00000114391,109
226p1,sgAQR,3,102000000,102000000,17,*,0.0697,RPL24,ENSG00000114391,110
226p1,sgAQR,3,102000000,102000000,17,*,0.0697,RPL24,ENSG00000114391,110
226p1,sgAQR,3,102000000,102000000,17,*,0.0697,RPL24,ENSG00000114391,110
226p1,sgAQR,3,102000000,102000000,17,*,0.0697,RPL24,ENSG00000114391,110
226p1,sgAQR,3,102000000,102000000,17,*,0.0697,RPL24,ENSG00000114391,110
226p1,sgAQR,3,102000000,102000000,17,*,0.0697,RPL24,ENSG00000114391,110
226p1,sgAQR,3,102000000,102000000,17,*,0.0697,RPL24,ENSG00000114391,110
226p1,sgAQR,3,102000000,102000000,17,*,0.0697,RPL24,ENSG00000114391,110
226p1,sgAQR,3,102000000,102000000,17,*,0.0697,RPL24,ENSG00000114391,110
226p1,sgAQR,3,102000000,102000000,17,*,0.0697,RPL24,ENSG00000114391,110
226p1,sgAQR,3,102000000,102000000,17,*,0.0697,RPL24,ENSG00000114391,110
226p1,sgAQR,3,102000000,102000000,17,*,0.0697,RPL24,ENSG00000114391,110
226p1,sgAQR,3,102000000,102000000,17,*,0.0697,RPL24,ENSG00000114391,110
226p1,sgAQR,3,102000000,102000000,17,*,0.0697,RPL24,ENSG00000114391,110
226p1,sgAQR,3,102000000,102000000,17,*,0.0697,RPL24,ENSG00000114391,110
226p1,sgAQR,3,102000000,102000000,17,*,0.0697,RPL24,ENSG00000114391,110
226p1,sgAQR,3,102000000,102000000,17,*,0.0697,RPL24,ENSG00000114391,110
226p1,sgAQR,3,102000000,102000000,10,*,0.0377,RPL24,ENSG00000114391,111
226p1,sgAQR,3,102000000,102000000,10,*,0.0377,RPL24,ENSG00000114391,111
226p1,sgAQR,3,102000000,102000000,10,*,0.0377,RPL24,ENSG00000114391,111
226p1,sgAQR,3,102000000,102000000,10,*,0.0377,RPL24,ENSG00000114391,111
226p1,sgAQR,3,102000000,102000000,10,*,0.0377,RPL24,ENSG00000114391,111
226p1,sgAQR,3,102000000,102000000,10,*,0.0377,RPL24,ENSG00000114391,111
226p1,sgAQR,3,102000000,102000000,10,*,0.0377,RPL24,ENSG00000114391,111
226p1,sgAQR,3,102000000,102000000,10,*,0.0377,RPL24,ENSG00000114391,111
226p1,sgAQR,3,102000000,102000000,10,*,0.0377,RPL24,ENSG00000114391,111
226p1,sgAQR,3,102000000,102000000,10,*,0.0377,RPL24,ENSG00000114391,111
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,27,*,0.032,RPL24,ENSG00000114391,112
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,47,*,0.032,RPL24,ENSG00000114391,113
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
226p1,sgAQR,3,102000000,102000000,60,*,0.00188,RPL24,ENSG00000114391,114
