,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,D09,SYBR,,Unkn,,,21.4357368206655,21.4357368206655,0,NaN,NaN,NaN,0,72,
,D10,SYBR,,Unkn,,,21.5098773261838,21.5098773261838,0,NaN,NaN,NaN,0,72,
,D11,SYBR,,Unkn,,,21.6132126715069,21.6132126715069,0,NaN,NaN,NaN,0,72,
,D12,SYBR,,Unkn,,,22.2079353386694,22.2079353386694,0,NaN,NaN,NaN,0,72,
,E01,SYBR,,Unkn,,,23.8564612285162,23.8564612285162,0,NaN,NaN,NaN,0,72,
,E02,SYBR,,Unkn,,,23.3186776564386,23.3186776564386,0,NaN,NaN,NaN,0,72,
,E03,SYBR,,Unkn,,,23.5870846512679,23.5870846512679,0,NaN,NaN,NaN,0,72,
,E04,SYBR,,Unkn,,,21.8869216274467,21.8869216274467,0,NaN,NaN,NaN,0,72,
,E05,SYBR,,Unkn,,,24.0741938742656,24.0741938742656,0,NaN,NaN,NaN,0,72,
,E06,SYBR,,Unkn,,,24.9419181260877,24.9419181260877,0,NaN,NaN,NaN,0,72,
,E07,SYBR,,Unkn,,,24.3117581631228,24.3117581631228,0,NaN,NaN,NaN,0,72,
,E08,SYBR,,Unkn,,,23.321467799119,23.321467799119,0,NaN,NaN,NaN,0,72,
,E09,SYBR,,Unkn,,,23.2219003858807,23.2219003858807,0,NaN,NaN,NaN,0,72,
,E10,SYBR,,Unkn,,,23.0137615060371,23.0137615060371,0,NaN,NaN,NaN,0,72,
,E11,SYBR,,Unkn,,,23.7188854132393,23.7188854132393,0,NaN,NaN,NaN,0,72,
,E12,SYBR,,Unkn,,,20.6281698281095,20.6281698281095,0,NaN,NaN,NaN,0,72,
,F01,SYBR,,Unkn,,,23.8537574475479,23.8537574475479,0,NaN,NaN,NaN,0,72,
,F02,SYBR,,Unkn,,,23.2370378456225,23.2370378456225,0,NaN,NaN,NaN,0,72,
,F03,SYBR,,Unkn,,,23.5708991518769,23.5708991518769,0,NaN,NaN,NaN,0,72,
,F04,SYBR,,Unkn,,,21.8833145394773,21.8833145394773,0,NaN,NaN,NaN,0,72,
,F05,SYBR,,Unkn,,,24.0624218416363,24.0624218416363,0,NaN,NaN,NaN,0,72,
,F06,SYBR,,Unkn,,,24.6650360818304,24.6650360818304,0,NaN,NaN,NaN,0,72,
,F07,SYBR,,Unkn,,,24.2103896122616,24.2103896122616,0,NaN,NaN,NaN,0,72,
,F08,SYBR,,Unkn,,,23.3600312183997,23.3600312183997,0,NaN,NaN,NaN,0,72,
,F09,SYBR,,Unkn,,,23.245347816448,23.245347816448,0,NaN,NaN,NaN,0,72,
,F10,SYBR,,Unkn,,,23.1182705760491,23.1182705760491,0,NaN,NaN,NaN,0,72,
,F11,SYBR,,Unkn,,,23.6512002128822,23.6512002128822,0,NaN,NaN,NaN,0,72,
,F12,SYBR,,Unkn,,,20.7055602125218,20.7055602125218,0,NaN,NaN,NaN,0,72,
,G01,SYBR,,Unkn,,,23.7450537674399,23.7450537674399,0,NaN,NaN,NaN,0,72,
,G02,SYBR,,Unkn,,,23.2488323987873,23.2488323987873,0,NaN,NaN,NaN,0,72,
,G03,SYBR,,Unkn,,,23.5255824844479,23.5255824844479,0,NaN,NaN,NaN,0,72,
,G04,SYBR,,Unkn,,,21.7746845190766,21.7746845190766,0,NaN,NaN,NaN,0,72,
,G05,SYBR,,Unkn,,,23.8876868773979,23.8876868773979,0,NaN,NaN,NaN,0,72,
,G06,SYBR,,Unkn,,,24.489024481366,24.489024481366,0,NaN,NaN,NaN,0,72,
,G07,SYBR,,Unkn,,,24.1291979226818,24.1291979226818,0,NaN,NaN,NaN,0,72,
,G08,SYBR,,Unkn,,,23.2420533799218,23.2420533799218,0,NaN,NaN,NaN,0,72,
,G09,SYBR,,Unkn,,,22.3769582349026,22.3769582349026,0,NaN,NaN,NaN,0,72,
,G10,SYBR,,Unkn,,,23.5668609311732,23.5668609311732,0,NaN,NaN,NaN,0,72,
,G11,SYBR,,Unkn,,,23.7085954949403,23.7085954949403,0,NaN,NaN,NaN,0,72,
,G12,SYBR,,Unkn,,,23.4504705844836,23.4504705844836,0,NaN,NaN,NaN,0,72,
,H01,SYBR,,Unkn,,,23.2780204767547,23.2780204767547,0,NaN,NaN,NaN,0,72,
,H02,SYBR,,Unkn,,,23.0541375412192,23.0541375412192,0,NaN,NaN,NaN,0,72,
,H03,SYBR,,Unkn,,,23.8338125452273,23.8338125452273,0,NaN,NaN,NaN,0,72,
,H04,SYBR,,Unkn,,,20.6913549891648,20.6913549891648,0,NaN,NaN,NaN,0,72,
,H05,SYBR,,Unkn,,,22.4907127377169,22.4907127377169,0,NaN,NaN,NaN,0,72,
,H06,SYBR,,Unkn,,,23.5114044913863,23.5114044913863,0,NaN,NaN,NaN,0,72,
,H07,SYBR,,Unkn,,,23.8463354087743,23.8463354087743,0,NaN,NaN,NaN,0,72,
,H08,SYBR,,Unkn,,,23.4025425719845,23.4025425719845,0,NaN,NaN,NaN,0,72,
,H09,SYBR,,Unkn,,,22.3324554769061,22.3324554769061,0,NaN,NaN,NaN,0,72,
,H10,SYBR,,Unkn,,,23.4952814226417,23.4952814226417,0,NaN,NaN,NaN,0,72,
,H11,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,72,
,H12,SYBR,,Unkn,,,23.8882355698311,23.8882355698311,0,NaN,NaN,NaN,0,72,
